D = 3;
n = [ 7 6 9 ];
N = 40;
d = [ 1 3 3 2 3 2 2 1 2 3 3 2 3 2 1 3 1 3 2 3 1 2 2 1 3 1 2 3 1 3 1 1 1 2 3 3 3 1 1 3 ];
m = [
    [ 1 0.35 0.975 0.85 0.725 0.85 0.975 0.1 0.225 0.475 0.6 0.975 0.225 0.35 0.725 0.1 0.975 0.725 0.725 0.725 0.725 0.6 0.6 0.975 0.225 0.85 0.475 0.1 0.975 0.35 0.35 0.1 0 0.1 0.35 0 0.1 0.475 0 0.35 ]
    [ 0.35 1 0.725 0.6 0.725 0.725 0.975 0.225 0.35 0.475 0.1 0.225 0.225 0 0.975 0.85 0 0.725 0.1 0.725 0.85 0.475 0.35 0.975 0.85 0.6 0.85 0.1 0.475 0.35 0.725 0.1 0 0.1 0.1 0.975 0 0.6 0 0.975 ]
    [ 0.975 0.725 1 0.725 0.6 0 0.6 0.85 0.725 0.85 0 0.6 0.225 0.6 0.35 0.475 0.85 0 0.975 0.1 0.475 0.1 0 0.725 0 0.85 0.475 0.1 0.85 0.6 0 0.975 0.225 0 0 0 0 0.35 0.35 0.975 ]
    [ 0.85 0.6 0.725 1 0.35 0.725 0.1 0.225 0 0.1 0.725 0.35 0.1 0.1 0 0.475 0.225 0.725 0.6 0.975 0.475 0.6 0.35 0 0.6 0.1 0.35 0.1 0.225 0.475 0 0.35 0.6 0.225 0.6 0.975 0.725 0 0.35 0.6 ]
    [ 0.725 0.725 0.6 0.35 1 0 0.975 0.85 0.6 0.1 0.475 0 0.475 0.6 0.35 0.85 0 0.85 0.475 0.225 0.85 0.475 0.475 0.725 0.225 0.975 0.475 0.225 0.975 0 0.85 0.475 0.725 0.35 0.225 0 0.6 0.725 0 0.975 ]
    [ 0.85 0.725 0 0.725 0 1 0.1 0.225 0 0.475 0.975 0 0.225 0 0.1 0.975 0.475 0.225 0.225 0.975 0.225 0.35 0.6 0.725 0.725 0.225 0.975 0.35 0.475 0.975 0.975 0 0.6 0.225 0.85 0.35 0.85 0.1 0.975 0.225 ]
    [ 0.975 0.975 0.6 0.1 0.975 0.1 1 0.85 0 0.975 0.85 0.475 0.85 0.475 0.6 0.6 0 0.85 0.225 0.6 0 0.975 0.1 0.475 0.6 0 0.6 0.1 0.35 0.975 0.475 0.475 0.725 0.225 0 0.1 0.225 0.725 0.725 0.475 ]
    [ 0.1 0.225 0.85 0.225 0.85 0.225 0.85 1 0.35 0.6 0.1 0.35 0.975 0.1 0.725 0.6 0.725 0.225 0.35 0.1 0.1 0.85 0.85 0 0.35 0 0.975 0.725 0.475 0.35 0.225 0.475 0.475 0.35 0.725 0.225 0.225 0.475 0 0.1 ]
    [ 0.225 0.35 0.725 0 0.6 0 0 0.35 1 0.85 0.725 0.35 0.725 0 0 0 0.1 0.725 0.725 0.85 0.1 0.85 0 0.85 0.35 0.975 0.475 0.35 0.1 0.975 0 0.1 0.6 0.975 0.1 0.1 0.6 0 0.85 0.35 ]
    [ 0.475 0.475 0.85 0.1 0.1 0.475 0.975 0.6 0.85 1 0.975 0.225 0.475 0.35 0.85 0.35 0.725 0.85 0.975 0.35 0.475 0 0.35 0 0.725 0.225 0.85 0 0.85 0.725 0.225 0.85 0.225 0 0.35 0.1 0.6 0.85 0.475 0.975 ]
    [ 0.6 0.1 0 0.725 0.475 0.975 0.85 0.1 0.725 0.975 1 0 0.6 0.475 0.85 0 0.725 0.475 0.225 0.975 0 0.225 0 0.85 0.6 0.975 0.225 0.6 0 0.975 0.1 0.6 0.6 0.1 0.6 0.725 0.225 0.225 0.725 0.975 ]
    [ 0.975 0.225 0.6 0.35 0 0 0.475 0.35 0.35 0.225 0 1 0.225 0.725 0.475 0.1 0.1 0.725 0.225 0.725 0.1 0.475 0.6 0.975 0.975 0.975 0.1 0.85 0.725 0.475 0.6 0.85 0 0.6 0.6 0.225 0.85 0.225 0.725 0.1 ]
    [ 0.225 0.225 0.225 0.1 0.475 0.225 0.85 0.975 0.725 0.475 0.6 0.225 1 0.225 0.225 0.975 0.35 0.35 0.725 0.225 0.35 0.85 0.1 0.975 0.975 0.85 0 0 0.1 0.1 0.6 0.1 0.475 0.725 0.1 0.6 0.475 0 0.725 0.725 ]
    [ 0.35 0 0.6 0.1 0.6 0 0.475 0.1 0 0.35 0.475 0.725 0.225 1 0.6 0 0 0.475 0.225 0.1 0.35 0.725 0.35 0.975 0 0.6 0.85 0.975 0 0.1 0.1 0.475 0.6 0.975 0.35 0.475 0 0.35 0.35 0.725 ]
    [ 0.725 0.975 0.35 0 0.35 0.1 0.6 0.725 0 0.85 0.85 0.475 0.225 0.6 1 0 0.85 0.85 0.975 0.35 0.225 0.725 0.35 0.475 0.975 0.35 0 0.475 0.725 0.725 0.1 0.725 0.85 0.6 0.725 0.725 0.225 0.475 0.6 0.725 ]
    [ 0.1 0.85 0.475 0.475 0.85 0.975 0.6 0.6 0 0.35 0 0.1 0.975 0 0 1 0.475 0.85 0.35 0.225 0 0 0.225 0.85 0.475 0.6 0.225 0.975 0.725 0.725 0.225 0 0.35 0.35 0 0.6 0.225 0.225 0.85 0.225 ]
    [ 0.975 0 0.85 0.225 0 0.475 0 0.725 0.1 0.725 0.725 0.1 0.35 0 0.85 0.475 1 0.35 0.225 0.1 0.725 0.6 0.85 0.725 0.35 0.85 0.6 0.975 0.725 0 0.475 0.85 0.85 0 0.475 0.1 0.1 0.35 0.35 0.35 ]
    [ 0.725 0.725 0 0.725 0.85 0.225 0.85 0.225 0.725 0.85 0.475 0.725 0.35 0.475 0.85 0.85 0.35 1 0.1 0.225 0.475 0.725 0.225 0.85 0.225 0.35 0 0.85 0.1 0.975 0.475 0.85 0 0.35 0.225 0.85 0.475 0.6 0.975 0.35 ]
    [ 0.725 0.1 0.975 0.6 0.475 0.225 0.225 0.35 0.725 0.975 0.225 0.225 0.725 0.225 0.975 0.35 0.225 0.1 1 0.975 0.975 0.225 0 0.725 0.225 0.6 0.85 0.1 0.1 0.475 0.725 0.35 0.475 0.475 0.35 0.225 0.85 0.1 0.475 0.475 ]
    [ 0.725 0.725 0.1 0.975 0.225 0.975 0.6 0.1 0.85 0.35 0.975 0.725 0.225 0.1 0.35 0.225 0.1 0.225 0.975 1 0.725 0.6 0.85 0 0.725 0.85 0 0 0.35 0 0 0.975 0.35 0.1 0.6 0.35 0.475 0.725 0.35 0.225 ]
    [ 0.725 0.85 0.475 0.475 0.85 0.225 0 0.1 0.1 0.475 0 0.1 0.35 0.35 0.225 0 0.725 0.475 0.975 0.725 1 0.975 0 0 0.6 0 0.975 0.35 0.35 0.725 0.225 0.85 0.35 0.225 0.475 0.1 0.35 0.475 0.475 0.975 ]
    [ 0.6 0.475 0.1 0.6 0.475 0.35 0.975 0.85 0.85 0 0.225 0.475 0.85 0.725 0.725 0 0.6 0.725 0.225 0.6 0.975 1 0.725 0.35 0.725 0.35 0.1 0.35 0.1 0.725 0.35 0.35 0 0 0.225 0 0.1 0 0.225 0 ]
    [ 0.6 0.35 0 0.35 0.475 0.6 0.1 0.85 0 0.35 0 0.6 0.1 0.35 0.35 0.225 0.85 0.225 0 0.85 0 0.725 1 0.225 0 0.35 0 0 0.725 0.85 0.225 0.225 0.725 0.225 0.85 0 0.975 0 0.725 0.6 ]
    [ 0.975 0.975 0.725 0 0.725 0.725 0.475 0 0.85 0 0.85 0.975 0.975 0.975 0.475 0.85 0.725 0.85 0.725 0 0 0.35 0.225 1 0.35 0.725 0.225 0.725 0.475 0.725 0.6 0.1 0.1 0.85 0.475 0.975 0.1 0.35 0.975 0 ]
    [ 0.225 0.85 0 0.6 0.225 0.725 0.6 0.35 0.35 0.725 0.6 0.975 0.975 0 0.975 0.475 0.35 0.225 0.225 0.725 0.6 0.725 0 0.35 1 0.725 0.85 0.85 0.6 0 0.975 0 0.475 0.225 0.725 0.6 0.85 0.475 0.35 0.975 ]
    [ 0.85 0.6 0.85 0.1 0.975 0.225 0 0 0.975 0.225 0.975 0.975 0.85 0.6 0.35 0.6 0.85 0.35 0.6 0.85 0 0.35 0.35 0.725 0.725 1 0.475 0.35 0.35 0 0.475 0.975 0 0.225 0.725 0 0 0.85 0.35 0.725 ]
